idx,cap,R0_mOhm,R_end_mOhm,rmse,rise,sigma,railed,pass_,c1,c2
147,1.7360913511847138,131.89908118279533,236.3052052657834,0.23365398681913038,14.965001236699607,0.025126567825984186,False,True,-1.4999353865130032,2.2914960490038547
149,1.7936240148573608,162.9293560202478,261.91183425504437,0.2836595307219617,14.06480804094133,0.028446967248761078,False,True,-1.1923656488585437,1.7998834139351803
153,1.7831890223273275,154.2384998324107,254.23637820753208,0.2538479569644648,14.18488470398654,0.023156184806327754,False,True,-1.3021332081461363,1.950466007568946
157,1.7673642076278957,146.5376967049379,246.80821988336396,0.25579040415629256,14.346685208224358,0.028031849121747304,False,True,-1.381084058762892,2.0653484182630044
161,1.7570177850353066,142.2074887896313,245.68980804953944,0.25419154402215505,14.589947971667755,0.024028611438231585,False,True,-1.4245870132126957,2.152272454680482
165,1.7468706179837907,138.8504006074477,242.91580286408802,0.2509752489501757,14.588353315265067,0.021035389108973256,False,True,-1.4416731803857594,2.191151768862071
169,1.7417172507457144,139.36580272462152,246.66742270687766,0.25214262838871554,14.90069123801078,0.01477867118940932,False,True,-1.444431376513913,2.2143592776524565
173,1.7364225056478186,143.20846384784068,252.20203087522958,0.25613946465688336,14.896646278891978,0.022971606061994033,False,True,-1.3974963474378759,2.1585796249122775
177,1.7263217239235826,141.08097388559318,248.0793068892139,0.25227725716188215,14.840646651769987,0.027343951790583503,False,True,-1.4440035316210809,2.202421410777408
181,1.7158065389330133,140.57053738366588,248.2459706727365,0.251491889680181,14.867707224154742,0.022604219134173188,False,True,-1.4740499088256593,2.2400385384001975
185,1.710533351135192,139.6659169562062,248.51657787982876,0.256277929543536,14.988636771073914,0.019215121075133953,False,True,-1.4810273697569525,2.260391894014892
189,1.706014499648521,141.52956417189765,252.9184491489312,0.26354102492732157,15.183155569322025,0.017543815811012314,False,True,-1.4311387920253555,2.218174953895704
193,1.7003110272642588,147.27407680207284,255.15461663086796,0.2613317594727975,14.884493588522957,0.025041066527562172,False,True,-1.4381210790830836,2.1706365507215843
197,1.6945798601797895,145.24692140161977,255.82805448523342,0.2546855638611179,15.026593610097109,0.025596444994757835,False,True,-1.4663029841009327,2.227635011083093
201,1.6849029086609286,143.9146795921618,254.44984741271358,0.2501814786903535,14.958476185200652,0.017495579601163835,False,True,-1.460972536268975,2.229032946324406
205,1.6744741591159717,142.59889137780272,253.51764281068424,0.25280389302679723,15.110608773944989,0.02815147364763475,False,True,-1.490015462670378,2.2678528663218023
209,1.6745692479879102,144.61647549995968,260.3526432472472,0.25647950730382535,15.315496776048121,0.006260492105926876,False,True,-1.4579228070031753,2.2582200576945035
213,1.663716375981405,142.7639684076636,256.61298431196144,0.25250734515786016,14.67796740539518,0.02652865694864086,False,True,-1.4923809624702784,2.2898441961848324
215,1.659013868748246,147.4197794611098,261.52736896813593,0.2502634237043502,15.115677856881007,0.005835194787111105,False,True,-1.4496247709695382,2.223656518433442
219,1.6538540573335014,146.52515985111762,264.01311287212326,0.2548701314175149,15.375632472490565,0.006192898152247749,False,True,-1.4766996816682738,2.278527525708053
223,1.642653782130131,145.14960896297004,261.86865100849633,0.24877533789198286,15.35457128944563,0.005863603408494653,False,True,-1.4678163024896032,2.2719455239145345
227,1.6378578430223698,145.74711816396302,264.43705949233436,0.25208190295058897,15.462157921153619,0.005464907673750139,False,True,-1.4818830269711392,2.296238348870864
231,1.6327350407099108,146.8922401024891,266.22084876641753,0.2506997037439591,15.475354015335483,0.006041906802995561,False,True,-1.4804581093074194,2.2928128571189506
235,1.6277528915533617,147.392360112649,268.00685580074537,0.25327399917096904,15.519413924501066,0.005982412335173878,False,True,-1.4797382393671188,2.298060814539354
239,1.622125485521159,147.8041562485388,269.9787718139351,0.2569600855308602,15.643852566505302,0.005621043241011356,False,True,-1.492471183570356,2.3190691539275265
243,1.6113256603765849,147.12378450725885,267.41804711871,0.24455056148381815,15.527397208594664,0.006356569533582304,False,True,-1.4660986220075114,2.283738427932406
247,1.6065631397488385,148.05359313449847,270.3297502917552,0.24891314931482808,15.656774387253904,0.005950564226296283,False,True,-1.4827430188338315,2.3086342016717625
251,1.6015142233917594,148.56783342213632,272.46091661383656,0.25083798027482435,15.712680942665088,0.00618010659559471,False,True,-1.4996504249208051,2.3335663563706097
255,1.590369231400328,147.7206117802541,269.6265884690579,0.24223192974387278,15.632547898674716,0.006245823579048409,False,True,-1.4716336030159154,2.2968805013306097
259,1.5857889968242211,147.54322930057185,271.6721547727353,0.24796324141686654,15.758326936067931,0.006129219027092688,False,True,-1.4871708934575365,2.328476360747335
263,1.5849430707374117,145.5316482898459,269.55071893111597,0.24358376152697367,15.528747201881458,0.02294134236198572,False,True,-1.5079457426073515,2.3601251283191758
265,1.5955263892495937,152.7664598455616,272.242076475144,0.24939466107977318,15.366072616583722,0.01541853278409101,False,True,-1.4542829778273731,2.2363631330549385
269,1.5747301747801037,146.43280834015718,268.8643947549795,0.23877740082098148,15.59463590466521,0.01265763812224517,False,True,-1.494040955471973,2.3301349142139167
273,1.5649019950937946,143.6871434546027,268.21330477548594,0.23852498805545264,15.856810605948965,0.00822822255135424,False,True,-1.5128717076456246,2.379519608960656
277,1.5597659473370362,145.3255172334625,272.2990358356811,0.23848779235450748,15.965795188082268,0.006142782929014496,False,True,-1.5014053331740902,2.3751233217241547
281,1.5594815668184234,151.93214819087243,281.5729380667974,0.24593750764887862,16.051299490293786,0.006041291946793579,False,True,-1.4954111438198907,2.348691976215265
285,1.55468935359061,154.10730663516156,281.9416252765516,0.246001248171818,15.810713669279608,0.006761974768086452,False,True,-1.4526084454838786,2.2821234206824847
289,1.5488741079890418,153.20830984800085,282.9941394859126,0.24863820964287772,15.904884716256163,0.0076187538205109,False,True,-1.4749640054761919,2.322084045940533
293,1.538236598942558,151.1364616672534,279.01219759519455,0.2417609073548883,15.87460524758319,0.010024759339121541,False,True,-1.485168613144988,2.3312631592081097
297,1.527914258251028,147.95053412548498,276.4082638299021,0.2342220375878562,15.95152377176504,0.01100133811964533,False,True,-1.4861940381317327,2.3544418647699596
301,1.5285252629756445,151.48273497282824,283.8151813427691,0.2438922634585833,16.213424307696982,0.006908297767841549,False,True,-1.4695224027161327,2.343103450706041
305,1.522647325284378,155.4505498171617,285.888331671144,0.2377200402572483,16.00339816781991,0.005770472410746839,False,True,-1.437542407440419,2.276637425164068
309,1.5174859938489869,155.56541550511793,287.00499560002265,0.23623479847336265,15.997992661194758,0.005986921668044881,False,True,-1.4227654342578488,2.2676806081615273
312,1.605818899130659,151.90590269448367,279.2030785766768,0.24635007518100996,15.977345940157363,0.00987126206688173,False,True,-1.4668468261073324,2.3048470198076116
315,1.5638491446744425,160.31390158952175,286.9886183372418,0.2619701633917334,15.795681431404432,0.005803489604892784,False,True,-1.4488844115510142,2.2390511749553905
319,1.5480915247767786,159.71524473487983,289.1747386856326,0.2551707715900171,15.833474434652146,0.005283400577167242,False,True,-1.4407871583134386,2.251351573536605
323,1.5323755631868592,156.62010459411687,284.6861874258567,0.24045870896819874,15.776074449856253,0.00580195867546724,False,True,-1.4126726217152719,2.2303587237877025
327,1.5269528268489705,156.28213677857337,287.35820649447555,0.2464382040400991,16.026041378501418,0.006179729229875633,False,True,-1.4659319857167041,2.3046463290048043
331,1.5169573017136326,154.70135644668417,285.5112099423041,0.24052252186014866,16.035573712016458,0.0065441563714983796,False,True,-1.4417783706145597,2.287342084470565
335,1.5118975960142693,155.7346836808982,288.8119588050287,0.24289039744958527,16.11145758817611,0.006495370009848612,False,True,-1.4483220983042016,2.3028348630830937
339,1.5065638960681105,156.54559599462837,289.20306554757434,0.24120372653569053,16.108291919629153,0.0061988347777873105,False,True,-1.4446675787144152,2.2920722515197616
343,1.5015453526671363,157.27687148634158,291.4215264933453,0.24237802004078307,16.17334098190173,0.005933819622265427,False,True,-1.4517063264151704,2.3046267446513204
347,1.4908444050400238,156.61601693062562,288.6246750883433,0.23339489428039142,16.085552784816116,0.006049782472294548,False,True,-1.4101919552366546,2.2530729117622696
351,1.485868384561201,157.20544972058022,290.3259590305852,0.23294346988780595,16.112565173909843,0.005851200093522192,False,True,-1.405269974612203,2.2520631967722218
355,1.480413677976106,157.87869813689062,291.877158381647,0.23277451327051646,16.170034126178848,0.005790224425399252,False,True,-1.4137163623082196,2.2624594912170446
359,1.4752095869031632,157.88265993573384,292.05566238502,0.23157572139581056,16.19103513083371,0.0057569806666662076,False,True,-1.4066988438638532,2.2565261935164456
363,1.4859035988304024,157.55813374435715,294.63579677588996,0.24062471694781606,16.24073872765831,0.00820881784142383,False,True,-1.4099628596787923,2.279976103513893
366,1.4960918298136696,166.59394700071803,298.7329161958455,0.2453902414275392,15.940464447459476,0.005649768406930679,False,True,-1.400115836533733,2.193295730365998
370,1.4808005946928984,165.30654049583535,300.96999323667336,0.2433093879931095,16.147133291223838,0.005218252992007664,False,True,-1.4092281252167222,2.229906195993092
374,1.4697543268466824,163.48725878145643,298.7878577557447,0.2376711073642052,16.153684531361648,0.0058519517624961255,False,True,-1.3966565228603485,2.224247614562198
378,1.4539012274845928,161.04986571964585,297.8383351437166,0.23471127250689758,16.24588810885666,0.005699014917862186,False,True,-1.4039184422082243,2.253273198344382
382,1.4541462067235693,161.4134980814488,297.58780681580714,0.2313752409072073,16.31656522367706,0.0060699794828976755,False,True,-1.3928851379177236,2.236521576957321
386,1.455023751906683,165.1893763480512,304.213127938138,0.24097337630225654,16.3449150549892,0.005975635629671334,False,True,-1.397936305220965,2.2395385599396103
390,1.449042163761236,167.22384774790314,306.6706771702184,0.23825883485375782,16.345529219404284,0.005644386604860802,False,True,-1.3896130828120552,2.2235062822589255
394,1.4386709371480566,163.44511098334843,300.0244288189582,0.22525117103909298,16.25134662972846,0.005891120993584148,False,True,-1.3632519154039173,2.198879955997461
398,1.433445432156979,162.28706968062136,299.8086120395396,0.22554700799772703,16.379186216446044,0.0059559177751383145,False,True,-1.3746235213810185,2.222020314172697
402,1.4333958900838095,166.47129635359687,306.28311482838814,0.2355286949424522,16.466972088182104,0.005378289174580961,False,True,-1.3857012519458045,2.2255566596782046
406,1.42806487344776,168.92796651678285,307.9942915830206,0.22993941742897975,16.33969297558832,0.005656272660414094,False,True,-1.353438169169024,2.176666719975155
410,1.4229203181741186,166.76290667165438,306.45956775763267,0.22727263901358863,16.35075610745764,0.005799500047399692,False,True,-1.3441185289052278,2.1818147760750626
414,1.417429032731308,165.356226762039,305.93149412379347,0.22828608298014902,16.453794392544637,0.005722331467615152,False,True,-1.3653649056314285,2.215500821976772
418,1.412409228794446,163.24588802500617,305.01855803926065,0.22680014187993416,16.579459605000636,0.006244147013955301,False,True,-1.364527928423403,2.2329888233927
422,1.412578792940193,166.7123218388028,310.4741592533619,0.2307985569501444,16.623953608285717,0.005608932870949499,False,True,-1.3649156918621772,2.227250496085977
426,1.4075983731469897,170.45162015872836,312.23554563149014,0.22816056011678604,16.407221824842964,0.0056131961762123225,False,True,-1.3265803381464818,2.1583936429465735
430,1.4333920485221476,165.70316204863997,306.7207842341604,0.23496068980753465,16.007544851372757,0.00748645503150393,False,True,-1.3439568277795853,2.1949823630927052
432,1.4382550176792908,171.10640758381507,309.4108012450332,0.24135628841161821,16.150014695181937,0.005803691189718195,False,True,-1.3705724295267019,2.178867078536096
436,1.4173547174485526,166.15669387541706,304.3302306489723,0.2258102227614463,16.169978705118012,0.0055039664434062855,False,True,-1.3357835663148006,2.16736930355363
440,1.406981663677643,162.73274464843735,301.41334286648055,0.2222256223286173,16.312234344673243,0.005997876963903445,False,True,-1.334402298409045,2.1866007819880218
444,1.4012037783587625,162.32488908618538,302.76304061150967,0.22309235538297975,16.46984198103229,0.0055874064671635635,False,True,-1.3426863096002208,2.207853397136375
448,1.3967008232726328,162.1697345060731,303.97387499215483,0.22334111808459914,16.53174367696448,0.005173527471710626,False,True,-1.3394761150307866,2.2138941494314737
452,1.391284788852726,162.16987631332057,304.8560377414061,0.22285426359561786,16.559595123386828,0.005381184947552181,False,True,-1.3391649865872053,2.2190211267769437
456,1.3862287677978349,162.29852137396244,304.9387522596732,0.22320993346721976,16.614737295186842,0.0059151198144128435,False,True,-1.3400984696404692,2.2189741961607634
460,1.3804366761974138,160.9128300903074,303.6508265668376,0.22148298864945795,16.624455012830424,0.005500764985069257,False,True,-1.3335063890849999,2.2205580703985586
464,1.3752364150256224,160.3440391249007,302.89237929760424,0.22098348732160647,16.634933596517783,0.005174311378578214,False,True,-1.3236510815890248,2.2126666068974825
468,1.3705128024895008,160.7125570399391,305.00454682223494,0.22011070225048154,16.718211742594974,0.005419488546062567,False,True,-1.3202776259231832,2.218104108432807
472,1.3705085566270399,161.8872500875619,307.40843890152814,0.22391954628496785,16.795206377160184,0.005385651821444791,False,True,-1.3373731883637052,2.2362777576565707
476,1.3647355108681518,161.0231315765387,306.4793070684086,0.22224683864380682,16.802633263573625,0.005433478780290028,False,True,-1.3269415258123451,2.2302662473460995
480,1.375392016895762,164.93456802629555,309.1497718501396,0.22015552322777396,16.39838980176546,0.015659374265113876,False,True,-1.2771261335883504,2.1515044131061516
482,1.3861115151535393,169.03180800998913,309.8947135065451,0.22177215092462996,16.40571541605044,0.006677548081467986,False,True,-1.3089507007622152,2.1423021696658164
484,1.3698500035838939,167.33002042753915,309.7643944696127,0.21834267022801795,16.58142599716399,0.0056918460650287024,False,True,-1.2968295835582044,2.1480478746822023
488,1.3647827949260758,165.30487089379187,311.8139434927308,0.2204294075027969,16.824088857785966,0.005669134577192968,False,True,-1.3108805376519894,2.1971766994454964
492,1.3543220466259964,161.88623046975928,306.47983631557116,0.22175694034290444,16.834078143384943,0.005526280070704096,False,True,-1.2868023529416852,2.1799827391069084
496,1.3546417018378962,166.68300840914367,314.0226483829326,0.21751622925034184,16.852627247164662,0.005647527326474097,False,True,-1.29267516191069,2.1766263299393227
500,1.3547039213192407,169.03949729848225,316.8850798715385,0.22244899520422193,16.802419719130285,0.005648020418285409,False,True,-1.2908084351092333,2.165429958101562
504,1.349314997503458,166.75896173694753,314.65368362071996,0.21969823973142258,16.869926269320445,0.0060242628785319415,False,True,-1.302180316115301,2.1890575210541736
508,1.3441891937970554,163.29279592617948,311.71796160486497,0.2234926456260281,16.992861173350605,0.00595227444789733,False,True,-1.2985868931917992,2.207537988289618
512,1.3389913790695755,162.58331713840755,311.42385993906464,0.22316614650082106,17.119459396598074,0.005790978065607747,False,True,-1.3049298546956105,2.220402274746856
516,1.3389145230206971,165.8346119451903,316.40142755834773,0.22002821721272964,17.115526795728215,0.0053534799987850715,False,True,-1.2856208190929341,2.1935544153853717
520,1.3340066759761655,166.3004693161988,314.0698069161464,0.217909041623473,16.941078753200088,0.006067823857070013,False,True,-1.2722347515543184,2.1608031254594056
524,1.3286444309174914,163.1265729783828,311.82265012871756,0.22628675099785436,17.033092779215053,0.0059638095224430875,False,True,-1.2700347744948801,2.181572817840152
528,1.3231708992276219,160.31828635787681,309.0241419172588,0.2277764450176558,17.143683343394855,0.006056911905391064,False,True,-1.26203556253911,2.189601961467723
532,1.3181691588445197,159.60300433759605,307.8175283667317,0.22761845752400284,17.214946633808836,0.005418938194078479,False,True,-1.238571732825626,2.167216683115088
536,1.3184664436640334,163.83594850779804,314.6040665653268,0.21770726322596912,17.181400036546393,0.005824923282057111,False,True,-1.2385582935148072,2.158796613802328
540,1.318293040102702,164.34572167937003,315.24525098993297,0.22257625200351736,17.17649036664841,0.005440453538297537,False,True,-1.2677979160146673,2.1859814121750363
544,1.323872422244268,157.26925709649205,304.35565536765654,0.2324189895958487,17.06748837397123,0.009199834078270337,False,True,-1.220045372532624,2.1552974426871874
547,1.3601216766554785,164.95238832743382,310.73470935243654,0.22311748735827788,16.80901297546484,0.005819518132983211,False,True,-1.3228615270057928,2.2066457662228802
551,1.3395306867947354,164.3295563387318,310.2134418278042,0.21995713561374414,16.87883115726794,0.005946872287780007,False,True,-1.2638567343458025,2.1516086929062124
555,1.3290286565120697,161.80322071740798,307.36406012519205,0.2212905376410885,16.880907780114512,0.005764713197502716,False,True,-1.237020081153213,2.136636533547622
559,1.3236741274998955,161.7725098923773,307.4816874527092,0.22381368517313494,16.976331560766255,0.00587657587783007,False,True,-1.2416944203620903,2.1423986108161306
563,1.318633896753293,160.79510162117506,307.8611228202157,0.22708139968715638,17.052224205928894,0.006266698057402584,False,True,-1.227628121576331,2.1422456672371473
567,1.3134751321324272,160.13435482462532,307.1420127388827,0.22930599528240694,17.07388471100313,0.006059222113196107,False,True,-1.2060962594901976,2.124123237993693
571,1.3132020634442203,160.95089613767357,309.6258183739727,0.22875369336463064,17.132405032087604,0.005430891422325163,False,True,-1.2274508354841946,2.1511792880994953
575,1.3077959946944353,160.24282977889823,308.2572334831773,0.23089929173415594,17.144633756028952,0.00587865101860521,False,True,-1.2092021626373866,2.132890317099637
579,1.3030329186405918,159.8444881321494,308.13974867860776,0.2293603444943226,17.13659517396377,0.005812357820266942,False,True,-1.1963454041925647,2.124092505636921
583,1.3033573559038205,160.6739648150686,310.95409828369026,0.22785633058166782,17.193506729456942,0.0058517127915699435,False,True,-1.2038947573305074,2.139205799424913
587,1.3034100438655642,162.3725246489589,314.3838812633048,0.22516088831973077,17.283869942518606,0.005939286739570538,False,True,-1.229560682461633,2.1657495909175846
591,1.2978870806495706,161.8694639167755,311.5272696166624,0.22775612858580263,17.187167414624014,0.006021158691846013,False,True,-1.1836679448542933,2.1082265495385766
595,1.2980735056918902,161.33918164901263,313.7612784602699,0.23000255037523662,17.310870963134107,0.005996145665703383,False,True,-1.2075833678208683,2.1523141843118423
599,1.293463613844243,161.49875899757217,311.96510885965654,0.22916230144947547,17.24223911400344,0.005888428855660923,False,True,-1.1915166221932056,2.1232039663934565
603,1.288003392619118,161.99934792703175,311.48626613191504,0.22735911630058328,17.178363908631184,0.006024046352636724,False,True,-1.17261534735112,2.095377815952016
607,1.2874525221379407,162.19658301942192,312.7989021513464,0.22559743017733816,17.214629087918524,0.0061326573228772194,False,True,-1.1647648006503506,2.0932820130868848
611,1.3090153642307354,161.61654822623083,310.263603557716,0.2202912860645407,16.11292476588295,0.00969931852544655,False,True,-1.182631496545517,2.10238295122582
613,1.3250793286429356,172.09944943536485,304.35741785523857,0.2333002349123786,15.957710564427941,0.02922594437036357,False,True,-1.282903246460425,2.0514005824704724
